Season,Name,Tm,IP,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2019,"Andrew Cashner","2 Tms",150,636,4.68,144,27,5,84,78,19,58,0,4,108,0.252631578,0.324409448,0.417543859,0.31674585389340015,8782
2019,"Oliver Drake","TBR",56,219,3.2143,36,8,0,20,20,9,19,1,1,70,0.180904522,0.255707762,0.356783919,0.2608082272590847,8823
2019,"Adam Warren","SDP",28.2,124,5.3372,28,3,1,18,17,9,12,0,1,25,0.256880733,0.336065573,0.550458715,0.36624337610651236,9029
2019,"Jeanmar Gomez","TEX",15.1,73,8.2174,23,7,0,15,14,2,6,0,1,10,0.359375,0.410958904,0.5625,0.4031672093966236,9033
2019,"Kirby Yates","SDP",60.2,243,1.1868,41,11,0,14,8,2,13,1,7,101,0.185520361,0.252066115,0.262443438,0.22792293545616119,9073
2019,"Brad Hand","CLE",57.1,242,3.2965,53,13,0,21,21,6,18,5,4,84,0.242009132,0.311203319,0.383561643,0.2918270785929793,9111
2019,"Nathan Eovaldi","BOS",67.2,302,5.9852,72,13,0,46,45,16,35,0,3,70,0.275862068,0.365448504,0.509578544,0.3673099006133222,9132
2019,"Tim Melville","COL",33.1,143,4.86,34,5,0,18,18,9,14,0,1,24,0.274193548,0.34751773,0.532258064,0.3639335475914867,9149
2019,"Alex Wilson","MIL",11.1,57,9.5294,15,3,0,12,12,3,9,2,0,13,0.3125,0.421052631,0.5625,0.40231141502206974,9239
2019,"Chris Davis","BAL",1,5,9,2,1,0,1,1,1,0,0,0,1,0.4,0.4,1.2,0.6312400579452515,9272
2019,"Patrick Corbin","WSN",202,835,3.2525,169,37,1,81,73,24,70,2,3,238,0.226541554,0.292623941,0.37533512,0.28513952587590075,9323
2019,"Jared Hughes","2 Tms",71.1,289,4.0374,57,12,0,37,32,13,27,1,2,54,0.223529411,0.301754385,0.423529411,0.3064347224336275,9325
2019,"Josh Tomlin","ATL",79.1,320,3.7437,82,10,4,35,33,14,7,0,0,51,0.267100977,0.281645569,0.462540716,0.30768057930318615,9388
2019,"Zac Rosscup","3 Tms",18,94,5,22,4,0,15,10,2,19,1,0,26,0.293333333,0.436170212,0.426666666,0.37725533721267535,9419
2019,"Dallas Keuchel","ATL",112.2,487,3.7544,115,14,4,50,47,16,39,1,9,91,0.264976958,0.338174273,0.426267281,0.32707746633620866,9434
2019,"Ryan Buchter","OAK",45.1,198,2.9779,42,8,1,16,15,8,23,2,2,50,0.251497005,0.343589743,0.45508982,0.33395552295477277,9456
2019,"Dan Straily","BAL",47.2,236,9.8182,73,13,2,53,52,22,22,0,2,33,0.349282296,0.411016949,0.746411483,0.4638781022217314,9460
2019,"Jeremy Jeffress","MIL",52,225,5.0192,54,10,0,32,29,5,17,0,5,46,0.268656716,0.340807174,0.393034825,0.318879337054197,9490
2019,"Brian Moran","MIA",6.1,29,4.2632,6,1,1,3,3,1,2,1,2,10,0.25,0.357142857,0.5,0.3489912549654643,9646
2019,"Michael Blazek","WSN",5,26,7.2,6,1,0,4,4,1,5,0,0,0,0.285714285,0.423076923,0.476190476,0.38792699575424194,9654
2019,"David Hale","NYY",37.2,157,3.1062,39,12,2,13,13,2,7,1,1,23,0.263513513,0.299363057,0.412162162,0.2974296380312015,9756
2019,"Joe Kelly","LAD",51.1,226,4.5584,49,10,0,31,26,6,22,2,3,62,0.243781094,0.327433628,0.383084577,0.30564480487789425,9761
2019,"Garrett Richards","SDP",8.2,41,8.3077,10,3,2,8,8,2,6,0,0,11,0.294117647,0.4,0.676470588,0.43344211131334304,9784
2019,"Miles Mikolas","STL",184,764,4.1576,193,33,6,90,85,27,32,1,12,144,0.271830985,0.311432325,0.449295774,0.3186333283782005,9803
2019,"Brian Dozier","WSN",1,5,18,2,1,0,2,2,1,0,0,0,0,0.4,0.4,1.2,0.6312400579452515,9810
2019,"Sergio Romo","2 Tms",60.1,249,3.4309,50,11,1,27,23,7,17,3,2,60,0.221238938,0.277108433,0.371681415,0.27052623784639,9817
2019,"Chaz Roe","TBR",51,229,4.0588,49,10,0,27,23,3,31,2,1,65,0.251282051,0.355263157,0.348717948,0.30986224998415046,9866
2019,"Chris Rusin","COL",1,9,36,5,2,0,4,4,1,1,0,0,0,0.714285714,0.666666666,1.428571428,0.7558192809422811,9895
2019,"Brandon Kintzler","CHC",57,227,2.6842,45,9,3,18,17,5,13,3,4,48,0.215311004,0.273127753,0.358851674,0.2650157000337328,9939
2019,"Mike Dunn","COL",17.2,75,7.1321,17,3,1,14,14,4,6,0,0,15,0.261538461,0.306666666,0.523076923,0.3320717978477478,9948
2019,"Mike Minor","TEX",208.1,863,3.5856,190,28,0,86,83,30,68,1,7,200,0.243902439,0.308139534,0.39537869,0.30072768707353104,10021
2019,"Chris Owings","KCR",1.2,12,21.5996,6,1,0,4,4,2,1,0,0,0,0.545454545,0.583333333,1.181818181,0.6995710581541061,10030
2019,"Max Stassi","HOU",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10059
2019,"Kyle Gibson","MIN",160,706,4.8375,175,30,4,99,86,23,56,0,7,160,0.274725274,0.339031339,0.442700156,0.33266378816036757,10123
2019,"Mike Leake","2 Tms",197,835,4.2944,227,45,3,114,94,41,27,2,10,127,0.286254728,0.31692677,0.505674653,0.3409304934431643,10130
2019,"Stephen Strasburg","WSN",209,841,3.3158,161,25,5,79,77,24,56,4,10,251,0.209635416,0.270883054,0.348958333,0.26468345279887995,10131
2019,"Brad Boxberger","KCR",26.2,122,5.4,25,5,1,16,16,3,17,0,1,27,0.242718446,0.352459016,0.398058252,0.3262203565386475,10133
2019,"Ryan Weber","BOS",40.2,181,5.0902,48,11,2,25,23,5,8,0,3,29,0.284023668,0.327777777,0.461538461,0.33281799654165906,10160
2019,"Tyler Skaggs","LAA",79.2,335,4.2929,73,13,1,41,38,9,28,0,2,78,0.241721854,0.308383233,0.380794701,0.29655244393263036,10190
2019,"Shelby Miller","TEX",44,220,8.5909,58,9,0,46,42,8,29,1,3,30,0.31693989,0.410958904,0.497267759,0.38351402971722665,10197
2019,"Aroldis Chapman","NYY",57,235,2.2105,38,7,0,18,14,3,25,0,1,85,0.185365853,0.273504273,0.263414634,0.24214034075410956,10233
2019,"Ryan Tepera","TOR",21.2,91,4.9846,20,4,1,12,12,5,8,2,0,14,0.25,0.311111111,0.5125,0.3287635499780828,10291
2019,"Zack Wheeler","NYM",195.1,828,3.9625,196,33,1,93,86,22,50,4,2,195,0.257894736,0.302808302,0.390789473,0.29360211626883664,10310
2019,"Erasmo Ramirez","BOS",3,15,12,4,1,0,4,4,2,1,0,1,1,0.333333333,0.428571428,0.916666666,0.5267752919878278,10314
2019,"Juan Minaya","CHW",27.2,126,3.9036,31,11,1,13,12,4,12,0,2,27,0.276785714,0.357142857,0.5,0.36060746747349937,10341
2019,"Aaron Loup","SDP",3.1,14,0,2,1,0,0,0,0,1,0,1,5,0.181818181,0.285714285,0.272727272,0.24969870703560965,10343
2019,"John Ryan Murphy","ARI",3,22,27,10,3,0,9,9,3,3,0,0,0,0.526315789,0.59090909,1.157894736,0.6826324300332502,10346
2019,"Robbie Erlin","SDP",55.1,251,5.3675,72,11,0,36,33,6,15,0,1,52,0.311688311,0.352,0.437229437,0.33569022417068484,10354
2019,"Brooks Pounders","NYM",7.1,34,6.1364,9,1,1,5,5,1,2,0,1,5,0.3,0.363636363,0.5,0.36371709903081256,10387
2019,"Mychal Givens","BAL",63,260,4.5714,49,4,3,35,32,13,26,1,2,86,0.213043478,0.296153846,0.426086956,0.3034057048757104,10430
2019,"Jake Petricka","MIL",8,36,3.375,6,3,0,3,3,0,6,1,0,3,0.206896551,0.333333333,0.310344827,0.27743676900863645,10534
2019,"Jimmy Nelson","MIL",22,105,6.9545,25,4,3,18,17,4,17,1,2,26,0.290697674,0.419047619,0.546511627,0.40259128006605,10547
2019,"Chad Bettis","COL",63.2,287,6.0785,78,17,2,47,43,10,21,3,5,42,0.301158301,0.36491228,0.498069498,0.3608823405935409,10587
2019,"Scott Alexander","LAD",17.1,76,3.6346,17,3,1,7,7,2,7,2,1,9,0.25,0.328947368,0.411764705,0.3080330893800065,10591
2019,"Chris Sale","BOS",147.1,612,4.3982,123,30,2,80,72,24,37,0,13,218,0.221223021,0.283606557,0.411870503,0.29387084226139254,10603
2019,"Tyler Thornburg","BOS",18.2,86,7.7143,21,10,1,16,16,4,10,0,1,22,0.28,0.372093023,0.6,0.39876286442889725,10688
2019,"Trevor Rosenthal","2 Tms",15.1,85,13.5,11,1,0,24,23,0,26,0,4,17,0.207547169,0.488095238,0.226415094,0.3659197347504752,10745
2019,"Shane Greene","2 Tms",62.2,252,2.2979,46,7,0,22,16,8,17,1,3,64,0.2,0.262948207,0.334782608,0.25677249336242675,10756
2019,"Mike Foltynewicz","ATL",117,491,4.5385,109,19,4,65,59,23,37,2,2,105,0.244394618,0.304526748,0.459641255,0.3186487790720522,10811
2019,"Jedd Gyorko","STL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10816
2019,"R.J. Alaniz","2 Tms",15.2,71,9.1915,19,5,0,17,16,3,7,0,0,13,0.301587301,0.366197183,0.523809523,0.3704178979699041,10819
2019,"Asher Wojciechowski","BAL",82.1,361,4.919,80,17,4,46,45,17,28,0,9,80,0.247678018,0.325,0.482972136,0.3391560039586491,10836
2019,"Adam Kolarek","2 Tms",55,229,3.2727,48,8,1,22,20,7,16,4,3,45,0.228571428,0.292576419,0.376190476,0.28047864940431383,10843
2019,"Chasen Shreve","STL",2,10,9,2,2,0,2,2,0,1,0,1,2,0.25,0.4,0.5,0.38428388237953187,10855
2019,"Josh A. Smith","BOS",31,139,5.8065,36,4,0,22,20,10,8,1,3,29,0.28125,0.338129496,0.546875,0.3650948331839796,10946
2019,"Jacob deGrom","NYM",204,804,2.4265,154,28,1,59,55,19,44,1,7,255,0.206711409,0.256570713,0.323489932,0.2498024366702651,10954
2019,"Ryan O'Rourke","NYM",1.1,6,0,0,0,0,0,0,0,3,0,0,1,0,0.5,0,0.3451472520828247,10976
2019,"Merrill Kelly","ARI",183.1,777,4.4182,184,38,4,95,90,29,57,4,2,158,0.259520451,0.314359637,0.447108603,0.31844669688972604,11156
2019,"Vince Velasquez","PHI",117.1,516,4.9091,120,22,4,69,64,26,43,2,9,130,0.262008733,0.335282651,0.497816593,0.34680807205562253,11189
2019,"Grant Dayton","ATL",12,51,3,12,0,0,5,4,4,4,0,0,14,0.255319148,0.31372549,0.510638297,0.3426702069301231,11203
2019,"Casey Sadler","2 Tms",46.1,194,2.1367,41,5,1,14,11,5,13,2,4,31,0.235632183,0.302083333,0.362068965,0.28351756961722124,11209
2019,"Mike Freeman","CLE",2,8,9,2,1,0,2,2,1,0,0,0,0,0.25,0.25,0.75,0.39452503621578217,11241
2019,"Aaron Barrett","WSN",2.1,16,15.4288,5,0,0,4,4,1,4,0,0,1,0.416666666,0.5625,0.666666666,0.5111964493989944,11243
2019,"Aaron Altherr","PHI",1,5,9,2,1,0,1,1,0,0,0,0,2,0.4,0.4,0.6,0.4172542929649353,11270
2019,"Bryan Holaday","MIA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11287
2019,"Tyler Lyons","2 Tms",12.2,54,6.3947,13,4,0,9,9,4,5,2,1,17,0.270833333,0.351851851,0.604166666,0.38005647980249846,11334
2019,"Tommy Kahnle","NYY",61.1,248,3.6685,45,8,1,27,25,9,20,0,2,88,0.2,0.27016129,0.364444444,0.27194303250120533,11384
2019,"Jose Quintana","CHC",171,745,4.6842,191,43,2,100,89,20,46,0,2,152,0.281710914,0.323410013,0.439528023,0.32060596504134,11423
2019,"Drew Pomeranz","2 Tms",104,455,4.8462,105,14,3,58,56,21,44,0,4,137,0.260545905,0.337748344,0.46650124,0.33965587629124555,11426
2019,"Brandon Workman","BOS",71.2,286,1.8837,29,7,0,18,15,1,45,4,2,104,0.123404255,0.266666666,0.165957446,0.20803716959053936,11428
2019,"Jesse Biddle","3 Tms",28,152,8.3571,42,6,1,33,26,5,22,1,4,26,0.338709677,0.447368421,0.524193548,0.4105162083707898,11437
2019,"Matt Grace","WSN",46.2,206,6.3643,61,13,0,34,33,11,10,0,2,35,0.319371727,0.35609756,0.560209424,0.3788701339465816,11449
2019,"A.J. Cole","CLE",26,118,3.8077,31,9,0,16,11,4,8,0,0,30,0.289719626,0.333333333,0.485981308,0.34088383780585396,11467
2019,"Robbie Ray","ARI",174.1,747,4.3365,150,33,5,91,84,30,84,5,5,235,0.233644859,0.325170068,0.440809968,0.32249071230627085,11486
2019,"Aaron Sanchez","2 Tms",131.1,605,5.8934,145,29,2,92,86,20,68,2,11,115,0.27831094,0.370860927,0.456813819,0.35273407018461894,11490
2019,"Josh Osich","CHW",67.2,272,4.6552,62,13,0,38,35,15,15,1,0,61,0.2421875,0.283088235,0.46875,0.31048135124009474,11528
2019,"Jose Urena","MIA",84.2,369,5.2087,99,22,0,53,49,13,26,3,2,62,0.292899408,0.345108695,0.473372781,0.3423305540868681,11589
2019,"Dovydas Neverauskas","PIT",9.1,53,10.6072,15,6,0,11,11,2,7,1,2,10,0.348837209,0.452830188,0.627906976,0.4393559063856418,11604
2019,"Heath Hembree","BOS",39.2,173,3.8571,34,8,3,20,17,7,18,2,3,46,0.22368421,0.317919075,0.453947368,0.3217145535680983,11632
2019,"Jameson Taillon","PIT",37.1,158,4.0982,34,9,2,24,17,4,8,1,2,30,0.231292517,0.278481012,0.401360544,0.28381646173015523,11674
2019,"Carlos Martinez","STL",48.1,200,3.1655,39,6,0,18,17,2,18,1,3,53,0.220338983,0.301507537,0.288135593,0.2627754398066588,11682
2019,"Josh Lucas","BAL",15.2,69,5.7447,14,2,0,12,10,2,7,0,0,16,0.237288135,0.304347826,0.372881355,0.2875439826992975,11686
2019,"Tayron Guerrero","MIA",46,216,6.2609,42,8,0,34,32,7,36,0,6,43,0.245614035,0.388888888,0.415204678,0.35164518626751723,11691
2019,"Nick Kingham","2 Tms",55.2,259,7.2754,78,22,2,45,45,11,25,1,0,46,0.340611353,0.405511811,0.598253275,0.4154929678901853,11694
2019,"Sam Dyson","2 Tms",62.1,249,3.3209,53,9,1,26,23,6,13,0,3,55,0.230434782,0.280487804,0.356521739,0.27407786613557394,11710
2019,"Matt Harvey","LAA",59.2,266,7.0894,63,15,2,48,47,13,29,0,3,39,0.27510917,0.358490566,0.528384279,0.36752902381825,11713
2019,"Luke Jackson","ATL",72.2,315,3.8394,76,9,0,34,31,10,26,4,2,106,0.265734265,0.331210191,0.402097902,0.3114124646109919,11752
2019,"Kyle Ryan","CHC",61,260,3.541,55,5,1,26,24,5,29,2,1,58,0.243362831,0.328185328,0.340707964,0.2915560477902453,11753
2019,"Drew Smyly","2 Tms",114,514,6.2368,126,23,4,83,79,32,55,0,2,120,0.278145695,0.357421875,0.558498896,0.3785797067685053,11760
2019,"Noah Syndergaard","NYM",197.2,825,4.2799,194,37,4,101,94,24,50,2,6,202,0.255936675,0.304136253,0.410290237,0.30159789360151057,11762
2019,"Hansel Robles","LAA",72.2,283,2.4771,58,11,0,20,20,6,16,1,0,75,0.221374045,0.263345195,0.332061068,0.2536744226302419,11801
2019,"Hector Neris","PHI",67.2,275,2.9261,45,7,0,24,22,10,24,1,6,89,0.185950413,0.273722627,0.338842975,0.26539590856531164,11804
2019,"James Paxton","NYY",150.2,633,3.823,138,30,2,71,64,23,55,0,2,186,0.242105263,0.30903328,0.422807017,0.3102207921575253,11828
2019,"Taijuan Walker","ARI",1,4,0,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.5,0.3041660487651825,11836
2019,"Chris Martin","2 Tms",55.2,216,3.3952,52,7,0,23,21,9,5,0,0,65,0.248803827,0.263888888,0.411483253,0.28115652060067214,11847
2019,"Jason Adam","TOR",21.2,91,2.9077,15,4,0,8,7,1,10,1,3,18,0.2,0.307692307,0.293333333,0.2652507099840376,11861
2019,"Enderson Franco","SFG",5.1,20,3.375,4,1,0,2,2,1,1,0,0,4,0.210526315,0.25,0.421052631,0.27928546667098997,11896
2019,"Hanser Alberto","BAL",1,7,18,1,0,0,2,2,1,2,0,1,0,0.25,0.571428571,1,0.5770487189292908,11902
2019,"Michael Feliz","PIT",56.1,239,3.9941,44,7,1,27,25,11,27,1,2,73,0.211538461,0.306722689,0.413461538,0.3059360022786297,11903
2019,"Taylor Cole","LAA",51.2,231,5.9226,58,15,1,35,34,2,24,4,2,50,0.285714285,0.363636363,0.399014778,0.3246108514096768,11964
2019,"Nick Martini","OAK",1,5,0,0,0,0,0,0,0,2,0,0,1,0,0.4,0,0.27611780166625977,12005
2019,"Matt Andriese","ARI",70.2,310,4.7123,72,17,2,37,37,8,27,4,3,79,0.261818181,0.331168831,0.425454545,0.31718539289738,12022
2019,"Brian Flynn","KCR",29.1,139,5.2159,38,9,0,18,17,2,17,2,3,22,0.333333333,0.426470588,0.46491228,0.3792575491008474,12027
2019,"Kyle Hendricks","CHC",177,730,3.4576,168,39,2,78,68,19,32,1,9,150,0.248888888,0.289875173,0.397037037,0.29048441441522704,12049
2019,"Felipe Vazquez","PIT",60,236,1.65,43,9,1,12,11,5,13,0,4,90,0.197247706,0.254237288,0.316513761,0.24735749778101,12076
2019,"Yimi Garcia","LAD",62.1,247,3.6096,40,9,1,28,25,15,14,2,6,66,0.177777777,0.243902439,0.426666666,0.2754712019298897,12095
2019,"Parker Markel","2 Tms",22,110,7.7727,26,7,0,21,19,6,17,1,3,24,0.288888888,0.418181818,0.566666666,0.40973504858279447,12106
2019,"Cody Allen","LAA",23,116,6.2609,24,6,1,16,16,9,20,0,0,29,0.255319148,0.382608695,0.627659574,0.40910933639692226,12183
2019,"Dan Winkler","ATL",21.2,93,4.9846,18,4,1,14,12,5,11,0,1,22,0.222222222,0.322580645,0.481481481,0.3372329710632242,12237
2019,"Aaron Brooks","2 Tms",110,482,5.6455,118,26,4,72,69,21,34,0,10,82,0.270642201,0.336798336,0.493119266,0.3480362749644971,12272
2019,"Evan Marshall","CHW",50.2,209,2.4868,42,8,0,16,14,5,24,2,0,41,0.228260869,0.315789473,0.353260869,0.28906320748121844,12297
2019,"Chris Bassitt","OAK",144,612,3.8125,125,21,3,66,61,21,47,0,13,141,0.229357798,0.303278688,0.394495412,0.29873685690223195,12304
2019,"Jacob Barnes","2 Tms",32.2,160,7.4388,36,6,1,30,27,7,22,1,0,32,0.264705882,0.3625,0.477941176,0.3524106778438736,12323
2019,"Nick Tropeano","LAA",13.2,66,9.878,18,2,0,15,15,6,6,0,2,10,0.315789473,0.393939393,0.666666666,0.4294972202994607,12385
2019,"Seth Lugo","NYM",80,314,2.7,56,10,1,28,24,8,16,4,5,104,0.192439862,0.246006389,0.316151202,0.23711012559415454,12447
2019,"Chasen Bradford","SEA",16.2,69,4.86,17,3,0,9,9,6,4,0,0,11,0.265625,0.304347826,0.59375,0.3623948598253554,12452
2019,"Drew Gagnon","NYM",23.2,117,8.3662,34,6,0,26,22,11,7,0,2,17,0.314814814,0.367521367,0.675925925,0.4246897366311815,12545
2019,"Blake Treinen","OAK",58.2,266,4.9091,58,9,0,33,32,9,37,1,1,59,0.256637168,0.36226415,0.415929203,0.33621178589987033,12572
2019,"Nick Ramirez","DET",79.2,348,4.0669,76,16,3,45,36,11,35,4,1,74,0.246753246,0.32276657,0.425324675,0.3134368816200568,12575
2019,"DJ Johnson","COL",25,116,5.04,23,5,1,14,14,1,19,2,3,24,0.247311827,0.391304347,0.354838709,0.33060392183540144,12578
2019,"Adam Morgan","PHI",29.2,120,3.9438,20,3,1,14,13,4,10,1,3,29,0.186915887,0.275,0.345794392,0.2667456970495336,12580
2019,"Mike Wright","2 Tms",29.1,147,7.9773,44,12,0,30,26,6,12,1,2,30,0.335877862,0.394557823,0.564885496,0.39642909128371984,12586
2019,"Nate Karns","BAL",5.1,25,0,7,1,0,1,0,0,3,0,1,5,0.333333333,0.44,0.38095238,0.36897629022598266,12638
2019,"Jerad Eickhoff","PHI",58.1,245,5.7086,58,11,1,37,37,18,18,0,2,51,0.261261261,0.322314049,0.563063063,0.36378804859051034,12664
2019,"Roenis Elias","2 Tms",50,216,3.96,46,7,0,32,22,10,18,1,1,47,0.235897435,0.302325581,0.425641025,0.3064712319418649,12673
2019,"Ryne Harper","MIN",54.1,225,3.8098,54,11,1,25,23,7,10,0,1,50,0.257142857,0.290178571,0.419047619,0.2970870073352541,12680
2019,"Ryan Carpenter","DET",40.2,197,9.2951,61,14,1,46,42,12,13,0,2,25,0.338888888,0.385786802,0.627777777,0.41530789276064956,12699
2019,"Trevor Bauer","2 Tms",213,911,4.4789,184,43,7,118,106,34,82,0,19,253,0.23,0.314569536,0.42875,0.31588727873945344,12703
2019,"Adrian Houser","MIL",111.1,462,3.7186,101,14,4,49,46,14,37,2,5,117,0.243961352,0.31154684,0.398550724,0.3021053712268888,12718
2019,"Rafael Montero","TEX",29,113,2.4828,23,3,1,8,8,5,5,0,2,34,0.216981132,0.265486725,0.405660377,0.282664554309001,12760
2019,"Chris Devenski","HOU",69,298,4.8261,69,13,3,39,37,13,21,0,3,72,0.255555555,0.313131313,0.47037037,0.3267871151468168,12763
2019,"Sonny Gray","CIN",175.1,708,2.8745,122,21,4,59,56,17,68,1,7,205,0.196141479,0.28062678,0.324758842,0.2646090560054643,12768
2019,"Jairo Diaz","COL",57.2,245,4.526,56,13,3,34,29,7,19,0,2,63,0.251121076,0.314285714,0.430493273,0.31523061552826237,12774
2019,"John Brebbia","STL",72.2,304,3.5917,59,12,1,31,29,6,27,2,3,87,0.216117216,0.292763157,0.333333333,0.27140895203249343,12777
2019,"Sam Gaviglio","TOR",95.2,392,4.6098,85,18,0,51,49,18,22,0,4,88,0.234806629,0.283887468,0.433701657,0.30047494691351184,12778
2019,"Sean Gilmartin","BAL",2.1,16,19.286,7,1,0,5,5,2,2,0,0,1,0.5,0.5625,1,0.6221721544861794,12781
2019,"Taylor Davis","CHC",1,6,0,3,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.43480363488197327,12782
2019,"Burch Smith","2 Tms",21.1,106,5.4844,26,5,1,14,13,3,14,2,1,20,0.288888888,0.39047619,0.466666666,0.3613302742393271,12784
2019,"Cody Anderson","CLE",8.2,46,9.3461,12,4,0,9,9,1,8,0,1,9,0.333333333,0.466666666,0.527777777,0.4252225716908773,12799
2019,"Noe Ramirez","LAA",67.2,280,3.9901,59,11,2,30,30,9,20,1,5,79,0.232283464,0.3,0.397637795,0.29671794282920044,12800
2019,"Matt Wisler","2 Tms",51.1,224,5.6104,56,13,1,34,32,10,16,0,0,63,0.27184466,0.322869955,0.490291262,0.33907244665205744,12804
2019,"Mike Clevinger","CLE",126,499,2.7143,96,24,1,38,38,10,37,0,2,169,0.209150326,0.270541082,0.331154684,0.26082102007760793,12808
2019,"Andrew Kittredge","TBR",49.2,210,4.1678,51,5,1,25,23,7,12,0,2,58,0.262886597,0.309523809,0.407216494,0.3045530058088757,12828
2019,"Shawn Armstrong","2 Tms",58,271,5.7414,66,13,1,38,37,8,29,1,4,63,0.282051282,0.366666666,0.448717948,0.34695081196753064,12857
2019,"Matt Barnes","BOS",64.1,285,3.7772,51,9,0,29,27,8,38,2,2,110,0.209876543,0.320422535,0.345679012,0.2919218003327119,12863
2019,"Danny Hultzen","CHC",3.1,18,0,4,0,0,0,0,0,2,0,1,5,0.266666666,0.388888888,0.266666666,0.3099018898275163,12874
2019,"Tyler Anderson","COL",20.2,106,11.758,33,8,1,27,27,8,11,0,0,23,0.362637362,0.423076923,0.736263736,0.4642843615550261,12880
2019,"Alex Claudio","MIL",62,267,4.0645,57,15,1,29,28,8,24,2,6,44,0.245689655,0.328301886,0.422413793,0.31746799116352215,12890
2019,"Ken Giles","TOR",53,208,1.8679,36,10,0,11,11,5,17,1,0,83,0.188481675,0.254807692,0.319371727,0.24720187031704446,12910
2019,"Dylan Bundy","BAL",161.2,700,4.7876,161,40,1,95,86,29,58,0,6,162,0.256369426,0.321888412,0.461783439,0.3289395827421644,12917
2019,"Archie Bradley","ARI",71.2,317,3.5163,67,15,2,30,28,5,36,2,5,87,0.246323529,0.342857142,0.371323529,0.31055621141061995,12918
2019,"Jose Osuna","PIT",2.1,9,3.8572,3,0,0,1,1,1,0,0,0,0,0.333333333,0.333333333,0.666666666,0.4087500704659356,12937
2019,"Gabriel Ynoa","BAL",110.2,480,5.6114,126,24,2,77,69,29,26,1,3,67,0.28,0.322916666,0.535555555,0.35419967602588437,12938
2019,"Joe Musgrove","PIT",170.1,718,4.4384,168,48,5,98,84,21,39,1,9,157,0.253776435,0.301675977,0.436555891,0.3094020060725979,12970
2019,"Joe Ross","WSN",64,295,5.4844,74,19,0,41,39,7,33,1,4,57,0.291338582,0.380136986,0.448818897,0.35532924112995057,12972
2019,"Andrew Chafin","ARI",52.2,225,3.7595,52,4,0,23,22,6,18,0,2,68,0.257425742,0.324324324,0.366336633,0.30131131356900875,12988
2019,"Colten Brewer","BOS",54.2,253,4.1159,59,12,1,26,25,6,34,1,2,52,0.276995305,0.376984126,0.427230046,0.3456918072415538,12997
2019,"Robby Scott","ARI",7.1,37,4.9091,8,3,0,4,4,1,7,0,0,9,0.275862068,0.416666666,0.48275862,0.38611164689064026,13042
2019,"Anthony DeSclafani","CIN",166.2,696,3.888,151,28,1,77,72,29,49,5,4,167,0.237795275,0.295224312,0.422047244,0.3002411918633186,13050
2019,"Reymin Guduan","HOU",5.1,27,11.8126,8,1,0,7,7,3,4,0,0,6,0.363636363,0.444444444,0.818181818,0.49166220647317393,13058
2019,"Wei-Yin Chen","MIA",68.1,307,6.5854,87,20,2,54,50,15,18,2,5,63,0.310714285,0.360655737,0.557142857,0.37823601111327065,13071
2019,"Yu Darvish","CHC",178.2,731,3.9795,140,23,4,82,79,33,56,1,11,229,0.213089802,0.284340659,0.410958904,0.2937416558908465,13074
2019,"Gerrit Cole","HOU",212.1,817,2.5008,142,30,1,66,59,29,48,0,3,326,0.186351706,0.236519607,0.342519685,0.24617042662758454,13125
2019,"Derek Law","TOR",60.2,285,4.8956,61,15,2,36,33,8,40,3,3,67,0.256302521,0.367491166,0.436974789,0.3422453167183059,13133
2019,"Eduardo Rodriguez","BOS",203.1,859,3.8066,195,30,2,88,86,24,75,2,7,213,0.253246753,0.323220536,0.39090909,0.306910226637857,13164
2019,"Kyle Crick","PIT",49,226,4.9592,41,6,1,30,27,10,35,1,7,61,0.224043715,0.367256637,0.431693989,0.3448864918284946,13182
2019,"Zach Davies","MIL",159.2,672,3.5511,155,27,5,73,63,20,51,0,2,102,0.255775577,0.313253012,0.415841584,0.30948604311210565,13183
2019,"Adalberto Mejia","3 Tms",31.1,145,6.6064,33,8,1,25,23,4,21,0,0,30,0.268292682,0.372413793,0.447154471,0.3510951954742958,13188
2019,"Joe Biagini","2 Tms",64.2,281,4.5928,71,15,1,35,33,14,26,3,1,60,0.280632411,0.35,0.513833992,0.35805910201709623,13194
2019,"Ross Stripling","LAD",90.2,370,3.4743,84,23,1,40,35,11,20,0,2,93,0.244186046,0.286486486,0.412790697,0.29378991110904795,13273
2019,"Matt Carasiti","SEA",9.2,43,4.6552,11,2,0,6,5,2,5,0,0,10,0.297297297,0.372093023,0.513513513,0.36863079043321834,13276
2019,"Jesse Hahn","KCR",4.2,27,13.4999,7,2,0,7,7,1,6,1,0,7,0.333333333,0.481481481,0.571428571,0.43472177248734695,13287
2019,"Jake Barrett","NYY",3.2,19,14.7271,6,2,0,6,6,2,2,0,0,4,0.352941176,0.421052631,0.823529411,0.49643179617430033,13322
2019,"James Pazos","COL",10.1,39,1.7419,7,1,0,2,2,1,4,1,0,10,0.2,0.282051282,0.314285714,0.2519768460800773,13323
